tool_id,data_tapor,repository_tapor,url_tapor,name_tapor-api,detail,name,QId,url_image,star_average,_ - tools - _ - attribute_value_ids - attribute_value_ids,_ - attribute_values - _ - id,_ - attribute_values - _ - name
284,"{""id"":284,""user_id"":null,""name"":""Collocate"",""detail"":""\u003cp\u003eCollocate was a tool for language-independent corpus exploration. It interpreted concordances by assessing the significance of co-occuring words.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/0/284.jpg"",""creators_name"":""John Sinclair, Oliver Mason, Jackie Ball and Geoff Barnbrook"",""creators_email"":"""",""creators_url"":""http://"",""star_average"":0.0,""url"":""http://"",""last_updated"":""2013-05-27"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/0/284-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,http://,Collocate,Collocate was a tool for language-independent corpus exploration. It interpreted concordances by assessing the significance of co-occuring words.,Collocate,,https://tapor.ca/images/tools/0/284.jpg,0,79,,
285,"{""id"":285,""user_id"":null,""name"":""Typical"",""detail"":""\u003cp\u003eTypical was a tool for language-independent corpus exploration. It assessed the significance of co-occuring words in a line and evaluated the significance of the whole line, to help in disambiguating words and finding characteristic example lines.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/0/285.jpg"",""creators_name"":""John Sinclair, Oliver Mason, Jackie Ball and Geoff Barnbrook"",""creators_email"":"""",""creators_url"":"""",""star_average"":0.0,""url"":"""",""last_updated"":""2018-09-18"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/0/285-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,,Typical,"Typical was a tool for language-independent corpus exploration. It assessed the significance of co-occuring words in a line and evaluated the significance of the whole line, to help in disambiguating words and finding characteristic example lines.",Typical,,https://tapor.ca/images/tools/0/285.jpg,0,63,,
,,,,,,,,,,79,,
,,,,,,,,,,82,,
286,"{""id"":286,""user_id"":null,""name"":""TATOE (Text Analysis Tool with Object Encoding)"",""detail"":""\u003cp\u003eTATOE (Text Analysis Tool with Object Encoding) was a tool for developing limited-context grammar rules for automated markup.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/0/286.jpg"",""creators_name"":""unknown"",""creators_email"":"""",""creators_url"":"""",""star_average"":0.0,""url"":"""",""last_updated"":""2014-12-31"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/0/286-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,,TATOE (Text Analysis Tool with Object Encoding),TATOE (Text Analysis Tool with Object Encoding) was a tool for developing limited-context grammar rules for automated markup.,TATOE (Text Analysis Tool with Object Encoding),,https://tapor.ca/images/tools/0/286.jpg,0,82,,
,,,,,,,,,,63,,
,,,,,,,,,,79,,
287,"{""id"":287,""user_id"":null,""name"":""SENSE (Self-Expanding linguistic knowledge base from Sense Elicitation)"",""detail"":""\u003cp\u003eSENSE (Self-Expanding linguistic knowledge base from Sense Elicitation) was a historically important natural language processing system particularly useful for word sense disambiguation.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/0/287.jpg"",""creators_name"":""Stefano Federici, Simonetta Montemagni and Vito Pirrelli (Istituto di Linguistica Computazionale)"",""creators_email"":"""",""creators_url"":"""",""star_average"":0.0,""url"":"""",""last_updated"":""2014-12-29"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/0/287-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,,SENSE (Self-Expanding linguistic knowledge base from Sense Elicitation),SENSE (Self-Expanding linguistic knowledge base from Sense Elicitation) was a historically important natural language processing system particularly useful for word sense disambiguation.,SENSE (Self-Expanding linguistic knowledge base from Sense Elicitation),,https://tapor.ca/images/tools/0/287.jpg,0,63,,
,,,,,,,,,,79,,
,,,,,,,,,,82,,
288,"{""id"":288,""user_id"":1,""name"":""Prism"",""detail"":""\u003cp\u003ePrism is a visualization tool that represents texts based on crowdsourced interpretations. Users are encouraged to highlight words in a text according to categories (\""facets\""). Users' individual interpretations contribute to a visualization combining the interpretations of all users of the text. As such, it reveals patterns in subjective readings of a text.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/0/288.jpg"",""creators_name"":""Scholars' Lab (University of Virginia)"",""creators_email"":"""",""creators_url"":""http://www2.lib.virginia.edu/scholarslab/"",""star_average"":0.0,""url"":""http://prism.scholarslab.org/"",""last_updated"":""2018-11-06"",""nature"":""tool"",""language"":null,""code"":null,""repository"":""https://github.com/scholarslab/prism"",""thumb_url"":""images/tools/0/288-thumb.jpg"",""rating_count"":0,""recipes"":""""}",https://github.com/scholarslab/prism,http://prism.scholarslab.org/,Prism,"Prism is a visualization tool that represents texts based on crowdsourced interpretations. Users are encouraged to highlight words in a text according to categories (""facets""). Users' individual interpretations contribute to a visualization combining the interpretations of all users of the text. As such, it reveals patterns in subjective readings of a text.",Prism,,https://tapor.ca/images/tools/0/288.jpg,0,4,,
,,,,,,,,,,61,,
,,,,,,,,,,79,,
,,,,,,,,,,84,,
289,"{""id"":289,""user_id"":null,""name"":""ARRAS"",""detail"":""\u003cp\u003eARRAS is a historically important tool for analyzing and concording text. It notably provided inspiration for the TACT system.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/0/289.jpg"",""creators_name"":""John B. Smith, Department of Computer Science, University of North Carolina"",""creators_email"":"""",""creators_url"":"""",""star_average"":0.0,""url"":"""",""last_updated"":""2014-12-31"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/0/289-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,,ARRAS,ARRAS is a historically important tool for analyzing and concording text. It notably provided inspiration for the TACT system.,ARRAS,,https://tapor.ca/images/tools/0/289.jpg,0,79,,
290,"{""id"":290,""user_id"":1,""name"":""Digital Mappa"",""detail"":""\u003cp\u003eThe DM is an environment for studying and annotating images and texts. It enables users to link together images, texts, or fragments of images or texts, such as a textual annotation of an image or text. It is aimed at scholars of English and French literature, art history, and musicology, and to work with digitized Old English, Latin and Old French manuscripts, medieval maps and scrolls.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/0/290.jpg"",""creators_name"":""Martin Foys, Asa Mittman and Shannon Bradshaw"",""creators_email"":"""",""creators_url"":"""",""star_average"":0.0,""url"":""https://digitalmappa.org/"",""last_updated"":""2018-10-06"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/0/290-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,https://digitalmappa.org/,Digital Mappa,"The DM is an environment for studying and annotating images and texts. It enables users to link together images, texts, or fragments of images or texts, such as a textual annotation of an image or text. It is aimed at scholars of English and French literature, art history, and musicology, and to work with digitized Old English, Latin and Old French manuscripts, medieval maps and scrolls.",Digital Mappa,,https://tapor.ca/images/tools/0/290.jpg,0,61,,
,,,,,,,,,,80,,
,,,,,,,,,,81,,
,,,,,,,,,,84,,
,,,,,,,,,,85,,
,,,,,,,,,,86,,
291,"{""id"":291,""user_id"":1,""name"":""Domeo Annotation Toolkit"",""detail"":""\u003cp\u003eThe Domeo Annotation Toolkit was an extensible web application for creating and sharing ontology-based stand-off annotations on HTML or XML documents. Users could add annotations manually, or via the tool's full or partial automation options. It also included functions for controlling access authorization and control for both personal and community annotations.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/0/291.jpg"",""creators_name"":""Pauolo Ciccares and TIm Clark (Massachusets General Hospital)"",""creators_email"":""paolo.ciccarese@gmail.com"",""creators_url"":"""",""star_average"":0.0,""url"":"""",""last_updated"":""2018-10-05"",""nature"":""tool"",""language"":null,""code"":null,""repository"":""https://github.com/domeo/domeo"",""thumb_url"":""images/tools/0/291-thumb.jpg"",""rating_count"":0,""recipes"":""""}",https://github.com/domeo/domeo,,Domeo Annotation Toolkit,"The Domeo Annotation Toolkit was an extensible web application for creating and sharing ontology-based stand-off annotations on HTML or XML documents. Users could add annotations manually, or via the tool's full or partial automation options. It also included functions for controlling access authorization and control for both personal and community annotations.",Domeo Annotation Toolkit,,https://tapor.ca/images/tools/0/291.jpg,0,85,,
,,,,,,,,,,80,,
292,"{""id"":292,""user_id"":1,""name"":""Quadrigram"",""detail"":""\u003cp\u003eQuadrigram is an environment for data gathering, query and visualization, based on a visual programming language and intended for users with no experience programming or creating visualizations. At present, it contains 50 different visualizers.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/0/292.jpg"",""creators_name"":""Bestairo"",""creators_email"":""info@quadrigram.com"",""creators_url"":""http://www.bestiario.org/"",""star_average"":0.0,""url"":""http://www.quadrigram.com/"",""last_updated"":""2018-10-02"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/0/292-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,http://www.quadrigram.com/,Quadrigram,"Quadrigram is an environment for data gathering, query and visualization, based on a visual programming language and intended for users with no experience programming or creating visualizations. At present, it contains 50 different visualizers.",Quadrigram,,https://tapor.ca/images/tools/0/292.jpg,0,4,,
,,,,,,,,,,79,,
293,"{""id"":293,""user_id"":1,""name"":""Digitate"",""detail"":""\u003cp\u003eDigitate is a free, open source application for making notes and annotations directly on an image of a cultural artifact such as a manuscript or a painting. Images can also be grouped into projects, saved for later or exported. This application is only available for the iPad.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/0/293.jpg"",""creators_name"":""James O'Sullivan"",""creators_email"":""info@opendaht.org"",""creators_url"":""http://josullivan.org/"",""star_average"":0.0,""url"":""https://itunes.apple.com/us/app/digitate/id610952790?mt=8"",""last_updated"":""2018-10-05"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/0/293-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,https://itunes.apple.com/us/app/digitate/id610952790?mt=8,Digitate,"Digitate is a free, open source application for making notes and annotations directly on an image of a cultural artifact such as a manuscript or a painting. Images can also be grouped into projects, saved for later or exported. This application is only available for the iPad.",Digitate,,https://tapor.ca/images/tools/0/293.jpg,0,80,,
,,,,,,,,,,85,,
294,"{""id"":294,""user_id"":null,""name"":""AustESE (Australian Electronic Scholarly Editing)"",""detail"":""\u003cp\u003eAustESE (Australian Electronic Scholarly Editing) is a workbench environment for facilitating the prodiction of electronic scholarly editions. Its features include functions for text import, markup, collation, textual analysis, annotation and tagging.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/0/294.jpg"",""creators_name"":""University of Queensland"",""creators_email"":"""",""creators_url"":"""",""star_average"":0.0,""url"":""http://austese.net/"",""last_updated"":""2018-10-12"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/0/294-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,http://austese.net/,AustESE (Australian Electronic Scholarly Editing),"AustESE (Australian Electronic Scholarly Editing) is a workbench environment for facilitating the prodiction of electronic scholarly editions. Its features include functions for text import, markup, collation, textual analysis, annotation and tagging.",AustESE (Australian Electronic Scholarly Editing),,https://tapor.ca/images/tools/0/294.jpg,0,65,,
,,,,,,,,,,81,,
,,,,,,,,,,85,,
,,,,,,,,,,86,,
295,"{""id"":295,""user_id"":1,""name"":""Circos"",""detail"":""\u003cp\u003eCircos is a free visualization tool for creating publication-quality infographics and illustrations. Its visualizations are arranged in a circle to facilitate exploring relationships between objects and positions, which also has the benefit of offering a high data-to-ink ratio. Though promoted for the sciences, it is highly flexible and can visualize datasets from a wide variety of fields.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/0/295.jpg"",""creators_name"":""Martin Krzywinski; Michael Smith Genome Sciences Centre"",""creators_email"":""martink@bcgsc.ca"",""creators_url"":""http://www.bcgsc.ca/"",""star_average"":0.0,""url"":"""",""last_updated"":""2018-10-17"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/0/295-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,,Circos,"Circos is a free visualization tool for creating publication-quality infographics and illustrations. Its visualizations are arranged in a circle to facilitate exploring relationships between objects and positions, which also has the benefit of offering a high data-to-ink ratio. Though promoted for the sciences, it is highly flexible and can visualize datasets from a wide variety of fields.",circos,Q63064884,https://tapor.ca/images/tools/0/295.jpg,0,4,,
