"id.tapor","label","description","id.wikidata","label.clean"
143,"Stanford NLP Group: Classifier","Stanford Classifier is a free, open source Java-based machine learning tool that takes data and applies probibalistic classification. It can also give probability distribution information related to class assignments.",NA,"Stanford NLP Group: Classifier"
104,"Stanford NLP Group: CoreNLP","Stanford CoreNLP is a free Natural Language Processing tool. It processes English language text and provides the base forms of words, parts of speech, indicates whether they are proper names, normalizes dates, times and numeric quantities, and marks up the structure of sentences. This tool integrates all other Stanford NLP tools for English language processing, including parts-of-speech (POS), the named entitiy recognizer (NER), the parser and the coreference resolution system. An online demo is also available.",NA,"Stanford NLP Group: CoreNLP"
105,"Stanford NLP Group: Named Entity Recognizer","Stanford Named Entity Recognizer is a free Java implementation for the recognition of proper names and other nouns and a part of the Stanford Natural Language Processing toolset. It also includes person, location and organizational recognition. This tool can be used with English or German text.",NA,"Stanford NLP Group: Named Entity Recognizer"
106,"Stanford NLP Group: Part-of-Speech Tagger","Stanford Part-of-Speech Tagger is a free Java implementation for the recognition of parts of speech, and a part of the Stanford Natural Language Processing toolset. It reads text and assigns parts of speech to each word such as noun, verb or adjective. This tool can be used with English, French, Arabic and German text.",NA,"Stanford NLP Group: Part-of-Speech Tagger"
107,"Stanford NLP Group: Stanford Parser","Stanford Parser is a free Java implementation for the statistical parsing of text, and a part of the Stanford Natural Language Processing toolset. This tool can be used with English, Chinese, German and Arabic. A demo web browser version is also available. ",NA,"Stanford NLP Group: Stanford Parser"
108,"Stanford NLP Group: Stanford Phrasal","Stanford Phrasal is a a free Java implementation for phrase-based machine translation. It provides an easy to use API for implementating new decoding model features and supports unique capabilities such as translating using phrases that include gaps and conditional extraction of phrase-tables and lexical reordering models. ",NA,"Stanford NLP Group: Stanford Phrasal"
109,"Stanford NLP Group: Stanford Tokenizer","Stanford Tokenizer is a free Java implementation for diving an English text into tokens such as words, and a part of the Stanford Natural Language Processing toolset. This tool is not available on its own, but is bundled with other tools in the same set, including Stanford Parser, Stanford Part-of-Speech Tagger, Stanford Named Entity Recognizer, and Stanford CoreNLP.",NA,"Stanford NLP Group: Stanford Tokenizer"
110,"Stanford NLP Group: Stanford Topic Modelling Toolbox","Stanford Topic Modelling Toolbox is a free collection of topic modelling tools, and a part of the Stanford Natural Language Processing toolset. It is designed for social scientists and other users who need to analyze datasets with a substantial textual component. This tool can accept and generate tab-separated and comma-separated values, and is designed to work in combination with spreadsheet programs like Excel.",NA,"Stanford NLP Group: Stanford Topic Modelling Toolbox"
111,"Stanford NLP Group: Stanford Tregex and Tsurgeon","Stanford Tregex and Tsurgeon is a bundled pair of tools from the Stanford Natural Language Processing toolset. Tregex is a utility for using tree relationships and regular expressions to match patterns in trees, while Tsurgeon is a tree transformation language.",NA,"Stanford NLP Group: Stanford Tregex and Tsurgeon"
142,"Stanford NLP Group: Stanford Word Segmenter","Stanford Word Segmenter is a free, open source Java-based tokenization tool for Chinese and Arabic text that integrates token pre-processing, or segmentation. For Arabic, the tool processes text according to the Penn Arabic Treebank 3 standard. For Chinese, users can choose between the Chinese Penn Treebank or Peking University standards.",NA,"Stanford NLP Group: Stanford Word Segmenter"
1367,"Stanford POS Tagger","The Stanford Part-of-Speech Tagger includes English, Arabic, Chinese, and German tagger modules.",NA,"Stanford POS Tagger"
